Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
STAR GATE - das Original: Die 7. Kompilation: Die Bnde 61 bis 70 der laufenden Serie STAR GATE  das Original  zusammengefasst! (STAR GATE  das Original - Kompilation) (Volume 7) (German Edition),Science Fiction : Space Opera,Wilfried A. Hary Hrsg.,$23.00,STAR GATE - das Original - Kompilation,366 pages,CreateSpace Independent Publishing Platform,"November 7, 2017",German,197949617X,978-1979496179,6 x 0.8 x 9 inches,1.4 pounds
The Scipio Alliance: An Aeon 14 Novel (The Orion War) (Volume 4),Science Fiction : Space Opera,M. D. Cooper,$12.99,The Orion War (Book 4),274 pages,CreateSpace Independent Publishing Platform,"November 8, 2017",English,1979599734,978-1979599733,5.2 x 0.7 x 8 inches,13.4 ounces
Collision Course (Perilous Alliance) (Volume 3),Science Fiction : Space Opera,M. D. Cooper and Chris J. Pike,$11.99,Perilous Alliance (Book 3),322 pages,CreateSpace Independent Publishing Platform,"November 8, 2017",English,1979599742,978-1979599740,5.2 x 0.8 x 8 inches,15.5 ounces
The Celaran Pact (Parker Interstellar Travels) (Volume 10),Science Fiction : Space Opera,Michael McCloskey,$9.99,Parker Interstellar Travels (Book 10),236 pages,CreateSpace Independent Publishing Platform,"November 21, 2017",English,1981101861,978-1981101863,5 x 0.5 x 8 inches,11.4 ounces
This Insubstantial Pageant,Science Fiction : Space Opera,Kate Story,$17.99,,250 pages,ChiZine Publications,"October 31, 2017",English,1771484454,978-1771484459,5.5 x 0.5 x 7.2 inches,6.4 ounces
Shadowsword (Imperial Battle Tanks),Science Fiction : Space Opera,Guy Haley,$11.00,Imperial Battle Tanks (Book 2),384 pages,Games Workshop; Reprint edition,"October 17, 2017",English,178496610X,978-1784966102,5.1 x 1.2 x 7.8 inches,9.6 ounces
Dax Harrison,Science Fiction : Space Opera,Tony Valdez,$13.68,,220 pages,Quill,"October 31, 2017",English,1942645988,978-1942645986,5.5 x 0.5 x 8.2 inches,9.1 ounces
Stellar Flash: Alien Frequency (Volume 1),Science Fiction : Space Opera,Neil A. Hogan,$9.95,Stellar Flash (Book 1),222 pages,CreateSpace Independent Publishing Platform,"October 1, 2017",English,1977852483,978-1977852489,5 x 0.5 x 8 inches,10.7 ounces
When Parallel Lines Meet,Science Fiction : Space Opera,Mike Resnick and Lezli Robyn,$14.99,,228 pages,Not Avail,"October 31, 2017",English,1612423078,978-1612423074,5 x 0.5 x 8 inches,8.2 ounces
On a Pale Ship (Volume 1),Science Fiction : Space Opera,Jamie McFarlane,$13.00,Pale Ship (Book 1),362 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 31, 2017",English,1979521794,978-1979521796,6 x 0.8 x 9 inches,1.4 pounds
"Wizards in Space: Sampler, Volume 1 (Fiction Vortex Sampler)",Science Fiction : Space Opera,Eugene Morgulis and Leenna Naidoo,$14.99,Fiction Vortex Sampler (Book 6),142 pages,"Fiction Vortex, Inc.","October 19, 2017",English,1947655051,978-1947655058,5.5 x 0.3 x 8.3 inches,6.6 ounces
Raid on Sullin (Packmasters) (Volume 2),Science Fiction : Space Opera,Beryll Brackhaus and Osiris Brackhaus,$15.99,Packmasters (Book 2),244 pages,CreateSpace Independent Publishing Platform; First Edition edition,"October 14, 2017",English,153358754X,978-1533587541,5.2 x 0.6 x 8 inches,12.2 ounces
"Calgar's Fury (Warhammer 40,000)",Science Fiction : Space Opera,Paul Kearney,$6.09,"Warhammer 40,000",368 pages,Games Workshop,"October 10, 2017",English,1784966096,978-1784966096,5.1 x 1.3 x 7.8 inches,9.1 ounces
Baneblade (Imperial Battle Tanks),Science Fiction : Space Opera,Guy Haley,$11.17,Imperial Battle Tanks (Book 1),448 pages,Games Workshop,"October 17, 2017",English,1784966118,978-1784966119,5.1 x 1.2 x 7.8 inches,11.4 ounces
Dusk: An Epic Journey,Science Fiction : Space Opera,Christine Hallfeldt,$16.99,,232 pages,BalboaPressAU,"October 26, 2017",English,1504310802,978-1504310802,7.5 x 0.5 x 9.2 inches,1.1 pounds
The Last Cruise Ship (The Matt Kander Chronicles) (Volume 1),Science Fiction : Space Opera,R Max Tillsley,$11.49,The Matt Kander Chronicles (Book 1),294 pages,Black Sky Books; 1 edition,"October 15, 2017",English,0648135004,978-0648135005,5.5 x 0.7 x 8.5 inches,15.8 ounces
Hawk: Hand of the Machine (Shattered Galaxy) (Volume 1),Science Fiction : Space Opera,Van Allen Plexico,$15.95,Shattered Galaxy (Book 1),358 pages,CreateSpace Independent Publishing Platform; 2 edition,"October 7, 2017",English,1978086687,978-1978086685,6 x 0.9 x 9 inches,1.4 pounds
Gravlander,Science Fiction : Space Opera,Erik Wecks,$15.99,,436 pages,CreateSpace Independent Publishing Platform,"October 9, 2017",English,1978137311,978-1978137318,6 x 1.1 x 9 inches,1.6 pounds
The Bright Black Sea: The Lost Star Stories Volume One (Volume 1),Science Fiction : Space Opera,C. Litka,$25.00,The Lost Star Stories (Book 1),712 pages,CreateSpace Independent Publishing Platform; 5 edition,"October 27, 2017",English,1978306644,978-1978306646,6 x 1.8 x 9 inches,2.6 pounds
Silent Order: Wraith Hand (Volume 2),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 2),182 pages,CreateSpace Independent Publishing Platform,"October 1, 2017",English,1978486103,978-1978486102,6 x 0.4 x 9 inches,11.8 ounces
Silent Order: Fire Hand (Volume 5),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 5),182 pages,CreateSpace Independent Publishing Platform,"October 22, 2017",English,1979346364,978-1979346368,6 x 0.4 x 9 inches,11.7 ounces
Silent Order: Eclipse Hand (Volume 4),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 4),182 pages,CreateSpace Independent Publishing Platform,"October 15, 2017",English,1979257965,978-1979257961,6 x 0.4 x 9 inches,11.2 ounces
51 Reasons to Ask 51 Questions,Science Fiction : Space Opera,Paul D Escudero,$21.00,,318.0 pages,Dorrance Publishing Co.,"October 24, 2017",English,1480948594,978-1480948594,6 x 0.7 x 9 inches,15.2 ounces
Deadly Refuge (The Alorian Wars) (Volume 2),Science Fiction : Space Opera,Drew Avera,$12.99,The Alorian Wars (Book 2),248 pages,CreateSpace Independent Publishing Platform,"October 9, 2017",English,1542688035,978-1542688031,5 x 0.6 x 8 inches,11.8 ounces
Eternity or Bust: Mission 16 (Black Ocean),Science Fiction : Space Opera,J.S. Morin,$14.99,Black Ocean (Book 16),180 pages,Magical Scrivener Press,"October 15, 2017",English,1942642601,978-1942642602,5.5 x 0.4 x 8.5 inches,10.2 ounces
Salvagers: Abandoned Cargo,Science Fiction : Space Opera,Bob Salley and George Acevedo,$17.99,,106 pages,Source Point Press,"October 2, 2017",English,1945940050,978-1945940057,6.6 x 0.3 x 10.2 inches,9 ounces
The Silent Invader (Chronicles of the Final Tyberian King) (Volume 1),Science Fiction : Space Opera,R. B. Thurman,$18.99,Chronicles of the Final Tyberian King (Book 1),360 pages,R. B. Thurman,"September 27, 2017",English,153560090X,978-1535600903,6 x 0.8 x 9 inches,1.4 pounds
The Trail Through the Stars (Perseus Gate Collections) (Volume 1),Science Fiction : Space Opera,M. D. Cooper,$15.99,Perseus Gate Collections (Book 1),406 pages,CreateSpace Independent Publishing Platform,"October 4, 2017",English,1977993737,978-1977993731,5.2 x 1 x 8 inches,1.2 pounds
The Silver Liner: The Voyage Home (Volume 3),Science Fiction : Space Opera,Daniel Sullivan,$16.99,The Silver Liner (Book 3),296 pages,CreateSpace Independent Publishing Platform,"October 17, 2017",English,1978113579,978-1978113572,6 x 0.7 x 9 inches,1.1 pounds
Under Empty Stars (The Guardian of Life) (Volume 4),Science Fiction : Space Opera,Kim Iverson,$19.99,The Guardian of Life (Book 4),466 pages,CreateSpace Independent Publishing Platform,"October 27, 2017",English,1978379757,978-1978379756,5 x 1.2 x 8 inches,1.3 pounds
The Princess Rebellion (The Kyroibi Trilogy) (Volume 2),Science Fiction : Space Opera,Christina McMullen and Missy Sheldrake,$12.99,The Kyroibi Trilogy (Book 2),274 pages,CreateSpace Independent Publishing Platform,"October 21, 2017",English,1978411588,978-1978411586,6 x 0.6 x 9 inches,1 pounds
Infinite Stars:: Chronicles Book One (Volume 1),Science Fiction : Space Opera,Joe Pranaitis,$7.75,Chronicles (Book 1),188 pages,CreateSpace Independent Publishing Platform,"October 23, 2017",English,197906363X,978-1979063630,6 x 0.4 x 9 inches,12.2 ounces
"Embers: Galaxy On Fire, Book 1 (Volume 1)",Science Fiction : Space Opera,Craig Robertson,$12.99,Galaxy On Fire,216 pages,Imagine-It Publishing,"October 27, 2017",English,0998925322,978-0998925325,6 x 0.5 x 9 inches,13.6 ounces
"The Best of Don Wilcox, Vol. 2",Science Fiction : Space Opera,Don Wilcox and Von Rothenberger,$14.99,,268 pages,Wildside Press,"October 20, 2017",English,1479429740,978-1479429745,6 x 0.6 x 9 inches,14.9 ounces
Enslaved (Exodus Chronicles),Science Fiction : Space Opera,D Robert Pease,$18.95,Exodus Chronicles (Book 1),384.0 pages,Evolved Publishing; First Softcover ed. edition,"October 5, 2017",English,1622534239,978-1622534234,5 x 0.8 x 8 inches,13.4 ounces
Interstellar Monitor: The Forsaken Multitude,Science Fiction : Space Opera,Eugene Patrick Ruisi,$20.99,,362 pages,iUniverse,"October 23, 2017",English,1532035055,978-1532035050,6 x 0.9 x 9 inches,1.4 pounds
The Legacy: of Salvador Guthrie,Science Fiction : Space Opera,Ben Patterson,$14.95,,348 pages,CreateSpace Independent Publishing Platform,"October 2, 2017",English,1976289327,978-1976289323,5 x 0.8 x 8 inches,15.8 ounces
Black Lotus,Science Fiction : Space Opera,Shawn O'Toole and Chris Buffaloe,$11.49,,266 pages,CreateSpace Independent Publishing Platform; First edition,"October 18, 2017",English,1977994393,978-1977994394,6 x 0.6 x 9 inches,1 pounds
Lost: No Return (Space Rogue) (Volume 5),Science Fiction : Space Opera,Jay A Toney,$13.99,Space Rogue (Book 5),292 pages,CreateSpace Independent Publishing Platform,"October 12, 2017",English,1978250932,978-1978250932,6 x 0.7 x 9 inches,1.1 pounds
Infinite Velocity,Science Fiction : Space Opera,Colin Carlton,$12.99,,262 pages,CreateSpace Independent Publishing Platform,"October 17, 2017",English,1978346557,978-1978346550,5.5 x 0.7 x 8.5 inches,14.2 ounces
Silent Order: Axiom Hand (Volume 3),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 3),174 pages,CreateSpace Independent Publishing Platform,"October 8, 2017",English,1979107157,978-1979107150,6 x 0.4 x 9 inches,11.4 ounces
Silent Order: Fire Hand (Volume 5),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 5),180 pages,CreateSpace Independent Publishing Platform,"October 22, 2017",English,1979346364,978-1979346368,6 x 0.4 x 9 inches,11.7 ounces
Armada (The Pike Chronicles) (Volume 8),Science Fiction : Space Opera,G.P. Hudson,$14.99,The Pike Chronicles (Book 8),340 pages,CreateSpace Independent Publishing Platform,"October 30, 2017",English,197920246X,978-1979202466,6 x 0.8 x 9 inches,1.3 pounds
Landscape of Darkness,Science Fiction : Space Opera,Sara Light-Waller,$7.99,,98 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 29, 2017",English,1979663068,978-1979663069,5.2 x 0.2 x 8 inches,5.9 ounces
Shattered Legions (The Horus Heresy),Science Fiction : Space Opera,Laurie Goulding,$10.49,The Horus Heresy (Book 43),416 pages,Games Workshop,"October 10, 2017",English,1784966290,978-1784966294,6 x 1.2 x 9.2 inches,1.2 pounds
Ardulum: Second Don,Science Fiction : Space Opera,J S Fields,$10.98,,292.0 pages,"Ninestar Press, LLC","October 9, 2017",English,1947139967,978-1947139961,6 x 0.7 x 9 inches,14.1 ounces
One Mission (Pirates of the Bandlands) (Volume 3),Science Fiction : Space Opera,Sean Benjamin,$18.55,Pirates of the Bandlands (Book 3),548 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 1, 2017",English,1977712436,978-1977712431,5 x 1.2 x 8 inches,1.5 pounds
Sojourn: What Dreams Await: Volume 1,Science Fiction : Space Opera,Fidus Jungsturm,$19.95,Sojourn (Book 1),328 pages,CreateSpace Independent Publishing Platform,"October 1, 2017",English,197788203X,978-1977882035,6 x 0.7 x 9 inches,1.2 pounds
"Corda-Mara: Season 1, Episode 6 (Adamanta) (Volume 6)",Science Fiction : Space Opera,T.Y. Carew and Brendon Berg,$7.99,Adamanta (Book 6),92 pages,CreateSpace Independent Publishing Platform,"October 2, 2017",English,197789402X,978-1977894021,5 x 0.2 x 8 inches,5.4 ounces
"Iridia: Season 1, Episode 5 (Adamanta) (Volume 5)",Science Fiction : Space Opera,T.Y. Carew and Ella Medler,$7.99,Adamanta (Book 5),98 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977818536,978-1977818539,5 x 0.2 x 8 inches,5.8 ounces
"Excelsior: Season 1, Episode 3 (Adamanta) (Volume 3)",Science Fiction : Space Opera,T.Y. Carew and Jess Mountifield,$7.99,Adamanta (Book 3),100 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977816614,978-1977816610,5 x 0.2 x 8 inches,5.8 ounces
Heart of Cygnus Five (Cygnus Five Series) (Volume 2),Science Fiction : Space Opera,Alex Beecroft and Hannah E Gwaltney,$10.99,Cygnus Five Series (Book 2),250 pages,CreateSpace Independent Publishing Platform,"October 5, 2017",English,1977999573,978-1977999573,6 x 0.6 x 9 inches,15.5 ounces
Captain Future and the Space Emperor,Science Fiction : Space Opera,Edmond Hamilton and A F Murphy,$12.95,,134 pages,CreateSpace Independent Publishing Platform,"October 8, 2017",English,1978107692,978-1978107694,7 x 0.3 x 10 inches,11.2 ounces
6: Dreadnought VI: Beyond the Milky Way (Interstellar Home Finders) (Volume 12),Science Fiction : Space Opera,Dr. Wolfgang W. Ausserbauer and DocWolf,$42.27,Interstellar Home Finders (Book 12),310 pages,CreateSpace Independent Publishing Platform; 1 edition,"October 23, 2017",English,1979011893,978-1979011891,6 x 0.7 x 9 inches,1.2 pounds
Silent Order: Eclipse Hand (Volume 4),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 4),172 pages,CreateSpace Independent Publishing Platform,"October 15, 2017",English,1979257965,978-1979257961,6 x 0.4 x 9 inches,11.2 ounces
"Ride the Star Wind: Cthulhu, Space Opera, and the Cosmic Weird",Science Fiction : Space Opera,Scott Gable,$21.99,,460.0 pages,Broken Eye Books,"September 26, 2017",English,1940372259,978-1940372259,6 x 1 x 9 inches,1.4 pounds
Shadow Corps (Volume 1),Science Fiction : Space Opera,Justin Sloan,$14.99,Shadow Corps (Book 1),316 pages,CreateSpace Independent Publishing Platform,"September 30, 2017",English,1977818218,978-1977818218,5 x 0.8 x 8 inches,14.6 ounces
Infiltration (Athena Lee Chronicles) (Volume 8),Science Fiction : Space Opera,T S Paul,$9.99,Athena Lee Chronicles,158 pages,All Chaos Press,"September 28, 2017",English,1947945130,978-1947945135,6 x 0.4 x 9 inches,10.4 ounces
"Corda-Mara: Season 1, Episode 6 (Adamanta) (Volume 6)",Science Fiction : Space Opera,T.Y. Carew and Brendon Berg,$7.99,Adamanta (Book 6),102 pages,CreateSpace Independent Publishing Platform,"October 2, 2017",English,197789402X,978-1977894021,5 x 0.2 x 8 inches,5.4 ounces
"Anathema: Season 1, Episode 4 (Adamanta) (Volume 4)",Science Fiction : Space Opera,T.Y. Carew and Andrew Bellingham,$7.99,Adamanta (Book 4),102 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977818110,978-1977818119,5 x 0.2 x 8 inches,5.3 ounces
"Excelsior: Season 1, Episode 3 (Adamanta) (Volume 3)",Science Fiction : Space Opera,T.Y. Carew and Jess Mountifield,$7.99,Adamanta (Book 3),102 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977816614,978-1977816610,5 x 0.2 x 8 inches,5.8 ounces
Defiance (The Spiral Wars) (Volume 4),Science Fiction : Space Opera,Joel Shepherd,$17.99,The Spiral Wars (Book 4),474 pages,CreateSpace Independent Publishing Platform,"September 30, 2017",English,1974040348,978-1974040346,6 x 1.1 x 9 inches,1.8 pounds
Hell Sent,Science Fiction : Space Opera,Michael Brown and Myles Edmundson,$12.00,,154 pages,CreateSpace Independent Publishing Platform,"September 24, 2017",English,1976537746,978-1976537745,6 x 0.4 x 9 inches,10.2 ounces
Alien Genocide (The Tactical Advantage Series) (Volume 1),Science Fiction : Space Opera,Sean Patrick Posey,$9.99,The Tactical Advantage Series,210 pages,Sean Patrick Posey; 1 edition,"September 25, 2017",English,1775123405,978-1775123408,5.5 x 0.5 x 8.5 inches,11.7 ounces
Aurora Falling (Aurora Fleet) (Volume 1),Science Fiction : Space Opera,Finn Gray,$9.99,Aurora Fleet (Book 1),242 pages,CreateSpace Independent Publishing Platform; 1 edition,"September 25, 2017",English,1977642152,978-1977642158,5 x 0.6 x 8 inches,11.7 ounces
"Iridia: Season 1, Episode 5 (Adamanta) (Volume 5)",Science Fiction : Space Opera,T.Y. Carew and Ella Medler,$7.99,Adamanta (Book 5),100 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977818536,978-1977818539,5 x 0.2 x 8 inches,5.8 ounces
Silent Order: Iron Hand (Volume 1),Science Fiction : Space Opera,Jonathan Moeller,$10.99,Silent Order (Book 1),180 pages,CreateSpace Independent Publishing Platform,"September 24, 2017",English,1977911528,978-1977911520,6 x 0.4 x 9 inches,11.7 ounces
1: The Invention of Motherhood (The Politics of Empire) (Volume 1),Science Fiction : Space Opera,Dan Melson,$10.99,The Politics of Empire,246 pages,CreateSpace Independent Publishing Platform,"September 24, 2017",English,1977641954,978-1977641953,6 x 0.6 x 9 inches,15.2 ounces
Ancient Scars (The Guardian of Life) (Volume 3),Science Fiction : Space Opera,Kim Iverson,$17.99,The Guardian of Life (Book 3),438 pages,CreateSpace Independent Publishing Platform,"September 28, 2017",English,1977678823,978-1977678829,5 x 1.1 x 8 inches,1.2 pounds
The Last Bastion of Star City (Perseus Gate) (Volume 4),Science Fiction : Space Opera,M. D. Cooper,$6.99,Perseus Gate (Book 4),142 pages,CreateSpace Independent Publishing Platform,"September 25, 2017",English,1977683312,978-1977683311,5.2 x 0.4 x 8 inches,7.8 ounces
"Iridia: Season 1, Episode 5 (Adamanta) (Volume 5)",Science Fiction : Space Opera,T.Y. Carew and Ella Medler,$7.99,Adamanta (Book 5),98 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977818536,978-1977818539,5 x 0.2 x 8 inches,5.8 ounces
"Anathema: Season 1, Episode 4 (Adamanta) (Volume 4)",Science Fiction : Space Opera,T.Y. Carew and Andrew Bellingham,$7.99,Adamanta (Book 4),88 pages,CreateSpace Independent Publishing Platform,"September 29, 2017",English,1977818110,978-1977818119,5 x 0.2 x 8 inches,5.3 ounces
The Sigian Bracelet,Science Fiction : Space Opera,George Tome,$12.99,,632 pages,Independently published,"November 30, 2017",English,1973429179,978-1973429173,6 x 1.2 x 9 inches,1.8 pounds
The Party,Psychological Thrillers,Elizabeth Day,$12.99,,352 pages,Back Bay Books; Reprint edition,"August 7, 2018",English,0316556769,978-0316556767,9 x 6 x 0.73 inches,1.1 pounds
The Black Khan (The Khorasan Archives),Fantasy : Dark,Ausma Zehanat Khan,$16.99,The Khorasan Archives (Book 2),384 pages,Harper Voyager,"October 16, 2018",English,0062459201,978-0062459206,5.3 x 0.9 x 8 inches,10.4 ounces
Out of the Dark: Tales of Terror by Robert W. Chambers (Collins Chillers),Fantasy : Dark,Robert W. Chambers and Hugh Lamb,$12.99,Collins Chillers,496 pages,HarperCollins; Reprint edition,"October 4, 2018",English,0008265364,978-0008265366,5.1 x 7.8 inches,9.6 ounces
Ghosts in the House: Tales of Terror by A. C. Benson and R. H. Benson (Collins Chillers),Fantasy : Dark,A. C. Benson and R. H. Benson,$9.15,Collins Chillers,352 pages,HarperCollins; Revised edition edition,"October 4, 2018",English,0008249032,978-0008249038,5.1 x 7.8 inches,9.6 ounces
"Trial by Treason: The Enchanter General, Book Two",Fantasy : Dark,Dave Duncan,$15.99,The Enchanter General (Book 2),336 pages,Night Shade Books,"October 2, 2018",English,1597809535,978-1597809535,5.5 x 8.2 inches,1.1 pounds
Daughter of the Midnight Sun - Broken Feather,Fantasy : Dark,Deborah A. Wolf,$14.95,Daughter of the Midnight Sun (Book 2),,Titan Books,"September 11, 2018",English,1785654500,978-1785654503,,13 ounces
Echoes: The Saga Anthology of Ghost Stories,Fantasy : Dark,Ellen Datlow,$13.03,,736 pages,Saga Press,"September 4, 2018",English,1534413472,978-1534413474,6 x 9 inches,1.1 pounds
Thirteen Days by Sunset Beach (Fiction without Frontiers),Fantasy : Dark,Ramsey Campbell,$14.95,Fiction without Frontiers,256 pages,FLAME TREE PRESS; New edition,"September 6, 2018",English,1787580318,978-1787580312,8.5 x 0.8 x 8.5 inches,7 ounces
Report to Megalopolis (The History of Arcadia),Fantasy : Dark,Tod Davies and Mike Madrid,$15.95,The History of Arcadia (Book 4),208 pages,Exterminating Angel Press,"August 25, 2018",English,1935259318,978-1935259312,5.5 x 7.5 inches,1.1 pounds
Ravencry (Raven's Mark),Fantasy : Dark,Ed McDonald,$10.87,Raven's Mark (Book 2),368 pages,Ace,"August 21, 2018",English,0399587829,978-0399587825,5.5 x 0.9 x 8.2 inches,13.6 ounces
A Flicker of Steel (The Avalon Chronicles),Fantasy : Dark,Steve McHugh,$14.95,The Avalon Chronicles (Book 2),,47North,"July 3, 2018",English,1542047080,978-1542047081,5.5 x 1 x 8.2 inches,1.1 pounds
Graveyard Mind,Fantasy : Dark,Chadwick Ginther,$17.99,,300 pages,ChiZine Publications; 1 edition,"July 17, 2018",English,1771484632,978-1771484633,6 x 1 x 9 inches,1.1 pounds
And Then There Were Crows (Shades of Hell),Fantasy : Dark,Alcy Leyva,$9.34,Shades of Hell (Book 1),280.0 pages,Black Spot Books,"July 3, 2018",English,0999742329,978-0999742327,5.5 x 0.6 x 8.5 inches,11.5 ounces
Skin Folk: Stories,Fantasy : Dark,Nalo Hopkinson,$9.42,,258 pages,Open Road Media Sci-Fi & Fantasy,"July 3, 2018",English,1504052765,978-1504052764,,1.1 pounds
Lost Gods,Fantasy : Dark,Micah Yongo,$12.99,,400 pages,Angry Robot,"July 3, 2018",English,0857667378,978-0857667373,5.1 x 1.4 x 7.8 inches,6.1 ounces
Valerie and Other Stories,Fantasy : Dark,Colin Insole,$16.95,,244 pages,Snuggly Books,"July 3, 2018",English,1943813671,978-1943813674,5.5 x 0.6 x 8.5 inches,11.2 ounces
Neverday,Fantasy : Dark,Carlton Mellick III,$10.99,,200 pages,Eraserhead Press,"July 1, 2018",English,1621052648,978-1621052647,5 x 0.5 x 7 inches,6.9 ounces
Skullsworn: A Novel in the World of The Emperor's Blades (Chronicle of the Unhewn Throne),Fantasy : Dark,Brian Staveley,$16.99,Chronicle of the Unhewn Throne (Book 4),320 pages,Tor Books; Reprint edition,"July 3, 2018",English,0765389886,978-0765389886,,1.1 pounds
An Unkindness of Magicians,Fantasy : Dark,Kat Howard,$15.99,,384 pages,Saga Press; Reprint edition,"June 5, 2018",English,1481451200,978-1481451208,5.5 x 1.1 x 8.2 inches,1.1 pounds
The Mermaid,Fantasy : Dark,Christina Henry,$16.00,,336 pages,Berkley,"June 19, 2018",English,0399584048,978-0399584046,5.5 x 0.8 x 7.1 inches,9.3 ounces
The Legion of Flame (The Draconis Memoria),Fantasy : Dark,Anthony Ryan,$12.01,The Draconis Memoria (Book 2),592 pages,Ace; Reprint edition,"June 5, 2018",English,110198791X,978-1101987919,6 x 1.2 x 9 inches,1.2 pounds
Embracing The Demon: A Dale Higland Novel (Dale Highland),Fantasy : Dark,Beth Woodward,$16.95,Dale Highland,360 pages,Rare Bird Books,"June 19, 2018",English,1945572841,978-1945572845,5.5 x 8.5 inches,1.1 pounds
Chaos Queen - Blood Requiem (Chaos Queen 3),Fantasy : Dark,Christopher Husberg,$14.95,Chaos Queen (Book 3),400 pages,Titan Books,"June 5, 2018",English,1783299193,978-1783299195,5.9 x 0.9 x 8.3 inches,13 ounces
"Nightly Owl, Fatal Raven",Fantasy : Dark,Jessica McHugh,$15.95,,220 pages,Raw Dog Screaming Press,"June 14, 2018",English,1947879030,978-1947879034,6 x 0.5 x 9 inches,11.7 ounces
Winter Tide (The Innsmouth Legacy),Fantasy : Dark,Ruthanna Emrys,$15.99,The Innsmouth Legacy (Book 1),368 pages,Tor.com; Reprint edition,"June 12, 2018",English,0765398087,978-0765398086,5.4 x 0.9 x 8.3 inches,1.1 pounds
Lilith - Blood Ink,Fantasy : Dark,Dana Fredsti,$14.95,Lilith (Book 2),336 pages,Titan Books,"June 19, 2018",English,1785652621,978-1785652622,5.9 x 0.9 x 8.3 inches,13 ounces
Mogworld,Fantasy : Dark,Yahtzee Croshaw,$12.99,,416 pages,Dark Horse Books,"May 29, 2018",English,1506706355,978-1506706351,7 x 1.3 x 10 inches,13 ounces
White Wings Weeping,Fantasy : Dark,Lesley Davis,$16.95,,,Bold Strokes Books,"May 15, 2018",English,1635551919,978-1635551914,5.5 x 8.5 inches,1.1 pounds
Box Office Poison: A Linnet Ellery Novel (The Linnet Ellery Series),Fantasy : Dark,Phillipa Bornikova,$16.99,The Linnet Ellery Series (Book 2),336 pages,Tor Books; Reprint edition,"April 3, 2018",English,1250164362,978-1250164360,5.4 x 0.8 x 8.2 inches,9.1 ounces
The Talisman: A Novel,Fantasy : Dark,Stephen King and Peter Straub,$19.99,,784 pages,Gallery Books; Reprint edition,"April 17, 2018",English,1501192272,978-1501192272,5.3 x 2 x 8.2 inches,1.3 pounds
"Three Men in the Dark: Tales of Terror by Jerome K. Jerome, Barry Pain and Robert Barr (Collins Chillers)",Fantasy : Dark,Jerome K. Jerome and Barry Pain,$12.99,Collins Chillers,320 pages,HarperCollins; Revised edition edition,"November 2, 2017",English,0008249059,978-0008249052,5.1 x 7.8 inches,7.8 ounces
The Nightfall Duology,Fantasy : Dark,Mickey Zucker Reichert,$18.00,Nightfall,736 pages,DAW,"April 3, 2018",English,0756414083,978-0756414085,6 x 1.5 x 9.1 inches,1.5 pounds
The Devil's Standoff (Devil's Revolver),Fantasy : Dark,V S McGrath,$16.95,Devil's Revolver (Book 2),348 pages,Brain Mill Press,"April 2, 2018",English,1948559013,978-1948559010,5.5 x 0.7 x 8.5 inches,14.2 ounces
The Atrocities,Fantasy : Dark,Jeremy C. Shipp,$10.99,,112 pages,Tor.com,"April 17, 2018",English,1250164397,978-1250164391,5 x 8 inches,1.1 pounds
The Night Dahlia (Nightwise),Fantasy : Dark,R. S. Belcher,$18.99,Nightwise (Book 2),368 pages,Tor Books,"April 3, 2018",English,0765390124,978-0765390127,6.1 x 0.9 x 9.1 inches,15.7 ounces
The Barrow Will Send What it May (Danielle Cain),Fantasy : Dark,Margaret Killjoy,$11.99,Danielle Cain (Book 2),160 pages,Tor.com,"April 3, 2018",English,0765397382,978-0765397386,5 x 0.4 x 8 inches,4.5 ounces
Ex Tenebris: A Dark Fantasy (Nphyr) (Volume 1),Fantasy : Dark,Cindy Mezni,$12.99,Nphyr,316 pages,CreateSpace Independent Publishing Platform; 1 edition,"March 2, 2018",English,1986127478,978-1986127479,6 x 0.7 x 9 inches,1.2 pounds
The Assassins of Light (Creatures of Darkness) (Volume 3),Fantasy : Dark,Britney Jackson,$19.99,Creatures of Darkness,428 pages,CreateSpace Independent Publishing Platform,"March 9, 2018",English,1986452549,978-1986452540,6 x 1.1 x 9 inches,1.6 pounds
