ID,Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
3960,Lost in Shadows  :  A Shadow-Kissed Novel,Fantasy - Dark Fantasy,J. M. Craig,$15.49,,442.0,Createspace Independent Publishing Platform,March 2018,,1985175428,9781985175426,9 x 6 x 0.98 inches,1.42 pounds
3961,The Vampire Within,Fantasy - Dark Fantasy,Laura Daleo,$9.00,,242.0,"""Story Bound Publishing, LLC""",March 2018,,099784616X,9780997846164,9 x 6 x 0.55 inches,0.79 pounds
3962,Keeper of the Way,Fantasy - Dark Fantasy,Patricia Leslie,$19.95,,338.0,Odyssey Books,March 2018,,192565219X,9781925652192,9 x 6 x 0.76 inches,1.09 pounds
3963,Soul Shift,Fantasy - Dark Fantasy,Calinda B and Rainy Kay,$10.95,,262.0,Createspace Independent Publishing Platform,March 2018,,198607532X,9781986075329,9 x 6 x 0.55 inches,0.78 pounds
3964,Blamed the Dragon's Game Book V,Fantasy - Dark Fantasy,H. N. Henry,$12.99,,460.0,Free Dragon's Press,March 2018,,0995841969,9780995841963,8.5 x 5.51 x 1.02 inches,1.28 pounds
3965,Relics - The Folded Land,Fantasy - Dark Fantasy,Tim Lebbon,$14.95,,336.0,Titan Books (UK),March 2018,,1785650319,9781785650314,7.9 x 5.1 x 0.9 inches,0.6 pounds
3966,Wolf's Blood  :  Plague of Snowbrook,Fantasy - Dark Fantasy,Meagan Poetschlag,$19.99,,536.0,Light Switch Press,March 2018,,1944255818,9781944255817,9.02 x 5.98 x 1.08 inches,1.56 pounds
3967,Anna Undreaming,Fantasy - Dark Fantasy,Thomas Welsh,$14.99,,368.0,"""Owl Hollow Press, LLC""",March 2018,,1945654082,9781945654084,9.02 x 5.98 x 0.82 inches,1.19 pounds
3968,Songbird,Fantasy - Dark Fantasy,Robin Ive,$13.23,,372.0,Createspace Independent Publishing Platform,March 2018,,1985803305,9781985803305,8 x 5 x 0.83 inches,0.89 pounds
3969,The Tiger's Offer,Fantasy - Dark Fantasy,Lila Jean and J. A. Cipriano,$19.99,,498.0,Createspace Independent Publishing Platform,March 2018,,1986066266,9781986066266,7.99 x 5 x 1.11 inches,1.18 pounds
3970,Pulp Fable,Fantasy - Dark Fantasy,Sean-Michael Argo and Sarah Stone,$8.95,,158.0,Createspace Independent Publishing Platform,March 2018,,1986094553,9781986094559,8.5 x 5.5 x 0.37 inches,0.46 pounds
3971,Defiance  :  A Novel of Supernatural Demon Horror,Fantasy - Dark Fantasy,Tim Meyer,$9.99,,182.0,Createspace Independent Publishing Platform,March 2018,,1986339734,9781986339735,7.99 x 5.24 x 0.39 inches,0.43 pounds
3972,Seahaven,Fantasy - Dark Fantasy,B. K. Bass,$8.95,,82.0,Createspace Independent Publishing Platform,March 2018,,1986340929,9781986340922,9.02 x 5.98 x 0.17 inches,0.27 pounds
3973,The Last Sea God  :  (An Epic Fantasy),Fantasy - Dark Fantasy,Ashley Capes,$16.99,,348.0,Close-Up Books,March 2018,,0648260003,9780648260004,8 x 5 x 0.78 inches,0.83 pounds
3974,Dragons Reign  :  A Novel of Dragons Realm,Fantasy - Dark Fantasy,Tessa Dawn,$14.84,,300.0,"""Ghost Pines Publishing, LLC""",February 2018,,1937223272,9781937223274,8.5 x 5.51 x 0.63 inches,0.77 pounds
3975,Hidden Revolt,Fantasy - Dark Fantasy,Jeffrey Bardwell,$10.99,,346.0,Twigboat Press,February 2018,,194328914X,9781943289141,8 x 5 x 0.77 inches,0.83 pounds
3976,Rotten Magic,Fantasy - Dark Fantasy,Jeffrey Bardwell,$9.99,,202.0,Twigboat Press,February 2018,,1943289158,9781943289158,8 x 5 x 0.46 inches,0.49 pounds
3977,Misconception,Fantasy - Dark Fantasy,R. J. Healy,$5.60,,116.0,Createspace Independent Publishing Platform,February 2018,,1984196448,9781984196446,8 x 5 x 0.28 inches,0.29 pounds
3978,The Mark of Chaos,Fantasy - Dark Fantasy,Susan D. Kalior,$12.99,,340.0,Createspace Independent Publishing Platform,February 2018,,1984299344,9781984299345,9.02 x 5.98 x 0.76 inches,1.1 pounds
3979,The Firebird,Fantasy - Dark Fantasy,Nerine Dorman,$5.38,,80.0,Createspace Independent Publishing Platform,February 2018,,1985357291,9781985357297,9.02 x 5.98 x 0.19 inches,0.28 pounds
3980,Feast of Mercy,Fantasy - Dark Fantasy,Kathryn M. Hearst,$12.99,,292.0,Createspace Independent Publishing Platform,February 2018,,1985621398,9781985621398,9.02 x 5.98 x 0.66 inches,0.95 pounds
3981,Earth X  :  An Alternate Reality Story,Fantasy - Dark Fantasy,Clarence Edward Wells,$9.00,,222.0,Createspace Independent Publishing Platform,February 2018,,1985674505,9781985674509,9.02 x 5.98 x 0.47 inches,0.67 pounds
3982,Bargo Lynden  :  Wizards and Warlocks,Fantasy - Dark Fantasy,Nicholas T. Davis,$12.50,,286.0,Createspace Independent Publishing Platform,February 2018,,198585712X,9781985857124,9 x 6 x 0.6 inches,0.85 pounds
3983,Bred the Dragon's Game Book IV,Fantasy - Dark Fantasy,H. N. Henry,$11.99,,342.0,Free Dragon's Press,February 2018,,0995841926,9780995841925,8.5 x 5.5 x 0.76 inches,0.96 pounds
3984,The Legacy of Old Gran Parks,Fantasy - Dark Fantasy,Isobel Blackthorn,$14.99,,340.0,Hellbound Books Publishing LLC,February 2018,,1948318105,9781948318105,7.99 x 5 x 0.76 inches,0.81 pounds
3985,Eden Odyssee,Fantasy - Dark Fantasy,Robin Theis,$20.99,,600.0,Createspace Independent Publishing Platform,February 2018,,1985050331,9781985050334,9.02 x 5.98 x 1.33 inches,1.91 pounds
3986,Misanthropy,Fantasy - Dark Fantasy,David Murray Forrester and Adam Isailovic,$14.95,,294.0,Createspace Independent Publishing Platform,February 2018,,1985146746,9781985146747,7.8 x 5.08 x 0.62 inches,0.64 pounds
3987,Forever Dark,Fantasy - Dark Fantasy,Linda Jackson,$19.99,,436.0,Createspace Independent Publishing Platform,February 2018,,1985301687,9781985301689,9.02 x 5.98 x 0.97 inches,1.4 pounds
3988,The Symbol,Fantasy - Dark Fantasy,Peter Fratesi,$17.99,,288.0,Createspace Independent Publishing Platform,February 2018,,1985749319,9781985749313,9 x 6 x 0.65 inches,0.94 pounds
3989,"""Knight Pride, Witch Heart""",Fantasy - Dark Fantasy,Brian Barr and Kody Boye,$6.00,,26.0,Createspace Independent Publishing Platform,February 2018,,1986040283,9781986040280,9.02 x 5.98 x 0.05 inches,0.11 pounds
3990,Broken Wizards,Fantasy - Dark Fantasy,Jeffrey Bardwell,$12.99,,466.0,Twigboat Press,February 2018,,1943289174,9781943289172,8 x 5 x 1.04 inches,1.11 pounds
3991,With Blood Upon the Sand,Fantasy - Dark Fantasy,Bradley P. Beaulieu,$13.13,,672.0,Daw Books,February 2018,,0756414067,9780756414061,8.6 x 5.9 x 1.6 inches,1.35 pounds
3992,Mokwa  :  Lifesblood of the Earth,Fantasy - Dark Fantasy,Raffael Coronelli,$12.99,,208.0,Createspace Independent Publishing Platform,February 2018,,1983554162,9781983554162,9.02 x 5.98 x 0.48 inches,0.69 pounds
3993,The Silent Pact,Fantasy - Dark Fantasy,Genevieve Dickinson,$8.99,,226.0,Createspace Independent Publishing Platform,February 2018,,1984955217,9781984955210,9 x 6 x 0.52 inches,0.74 pounds
3994,The Sins of Sister Severa and Other Adventures in Fantasy,Fantasy - Dark Fantasy,Juliet Baranne,$7.49,,104.0,Createspace Independent Publishing Platform,February 2018,,1985006391,9781985006393,9 x 6 x 0.22 inches,0.33 pounds
3995,Shadows in Zamboula  :  Large Print,Fantasy - Dark Fantasy,Robert E. Howard,$10.99,,74.0,Createspace Independent Publishing Platform,February 2018,,1985009404,9781985009400,11 x 8.5 x 0.15 inches,0.43 pounds
3996,Return to Shanhasson  :  The Shanhasson Trilogy,Fantasy - Dark Fantasy,Joely Sue Burkahrt,$14.99,,380.0,Createspace Independent Publishing Platform,February 2018,,1985235072,9781985235076,9 x 6 x 0.78 inches,1.12 pounds
3997,Shadowboxer  :  The Gathering Dark PT. 1,Fantasy - Dark Fantasy,A. M. Rycroft,$12.99,,220.0,Mighty Quill Books,February 2018,,1732001308,9781732001305,7.99 x 5.24 x 0.5 inches,0.56 pounds
3998,Making of a Magister,Fantasy - Dark Fantasy,Frank David,$16.95,,392.0,Createspace Independent Publishing Platform,February 2018,,1979267898,9781979267892,9.02 x 5.98 x 0.87 inches,1.26 pounds
3999,The Odyssey  :  Joseph's Story,Fantasy - Dark Fantasy,Cheryl Freier,$28.99,,414.0,Authorhouse,February 2018,,1546222596,9781546222590,8 x 5 x 0.92 inches,0.99 pounds
4000,"""Lead Me Not Into Temptation, I Can Find It on My Own""",Fantasy - Dark Fantasy,Robert Radar Holt,$20.99,,350.0,Authorhouse,February 2018,,1546226060,9781546226062,8 x 5 x 0.78 inches,0.84 pounds
4001,Run for Your Life  :  A Love Story: Martin's Wild Odyssey to Reach Love of His Life Chloe Across Darkest Southern California,Fantasy - Dark Fantasy,John Argo,$12.00,,148.0,Clocktower Books,February 2018,,0743320204,9780743320207,9.02 x 5.98 x 0.34 inches,0.5 pounds
4002,Trapped  :  Dr. Van Wolfe Saga Book 1,Fantasy - Dark Fantasy,Amanda Byrd,$11.99,,198.0,Gatekeeper Press,February 2018,,1619848163,9781619848160,8.5 x 5.51 x 0.45 inches,0.57 pounds
4003,Shadowblood Heir,Fantasy - Dark Fantasy,J. S. Morin,$16.99,,240.0,Magical Scrivener Press,February 2018,,1942642334,9781942642336,8.5 x 5.5 x 0.55 inches,0.68 pounds
4004,The Song of All,Fantasy - Dark Fantasy,Tina Lecount Myers,$14.99,,452.0,Night Shade Books,February 2018,,1597809233,9781597809238,8.9 x 6 x 1.3 inches,1.2 pounds
4005,Crown of Wings and Shadows,Fantasy - Dark Fantasy,Val St Crowe,$11.99,,254.0,Createspace Independent Publishing Platform,February 2018,,1985644169,9781985644168,8.5 x 5.5 x 0.58 inches,0.72 pounds
4006,The Fall of Society,Fantasy - Dark Fantasy,Taylor O'Donnell,$10.50,,270.0,Createspace Independent Publishing Platform,February 2018,,1983663425,9781983663420,7.99 x 5.24 x 0.61 inches,0.68 pounds
4007,The Untamed Sword  :  A Sword & Sorcery Adventure,Fantasy - Dark Fantasy,A. R. Williams,$7.99,,174.0,Createspace Independent Publishing Platform,February 2018,,1984083988,9781984083982,9.02 x 5.98 x 0.4 inches,0.58 pounds
4008,Dragon Stone,Fantasy - Dark Fantasy,Karla Potter,$15.00,,282.0,Createspace Independent Publishing Platform,February 2018,,198420453X,9781984204530,9 x 6 x 0.59 inches,0.84 pounds
4009,A Witch Shall Be Born  :  Large Print,Fantasy - Dark Fantasy,Robert E. Howard,$10.99,,94.0,Createspace Independent Publishing Platform,February 2018,,1985009420,9781985009424,11 x 8.5 x 0.19 inches,0.53 pounds
4010,Black Annis  :  Demon Slayer,Fantasy - Dark Fantasy,Aubrey Law,$5.99,,104.0,Createspace Independent Publishing Platform,February 2018,,198507429X,9781985074293,7.99 x 5 x 0.22 inches,0.24 pounds
4011,The Sins of Sister Severa,Fantasy - Dark Fantasy,Juliet Baranne,$7.29,,86.0,Createspace Independent Publishing Platform,February 2018,,1985148080,9781985148086,9 x 6 x 0.18 inches,0.28 pounds
4012,The Road to Shanhasson  :  The Shanhasson Trilogy,Fantasy - Dark Fantasy,Joely Sue Burkhart,$14.99,,410.0,Createspace Independent Publishing Platform,February 2018,,1985234831,9781985234833,9 x 6 x 0.84 inches,1.2 pounds
4013,Reece  :  Prequel to the Dark Legacy Series,Fantasy - Dark Fantasy,M. a. Anderson,$5.60,,116.0,"""Bella Luna Books, Australia""",February 2018,,0992513995,9780992513993,7.99 x 5 x 0.28 inches,0.29 pounds
4014,Scribes,Fantasy - Dark Fantasy,James Wolanyk,$15.00,,304.0,Kensington Publishing Corporation,February 2018,,1635730236,9781635730234,8.5 x 5.5 x 0.68 inches,0.85 pounds
4015,The Edelion  :  Deliverance,Fantasy - Dark Fantasy,M. J. Zeller,$16.95,,224.0,"""Page Publishing, Inc.""",February 2018,,1641388412,9781641388412,9 x 6 x 0.51 inches,0.74 pounds
4016,"""The Darkslayer  :  Series 2 Special Edition ,2 (Bish and Bone Series 6 - 10): Sword and Sorcery Adventures""",Fantasy - Dark Fantasy,Craig Halloran,$24.99,,656.0,Two-Ten Book Press,February 2018,,1946218340,9781946218346,9 x 6 x 1.32 inches,1.9 pounds
4017,The Flesh Labyrinth,Fantasy - Dark Fantasy,J. Peter W,$12.99,,246.0,Createspace Independent Publishing Platform,February 2018,,1981499326,9781981499328,8 x 5.25 x 0.56 inches,0.63 pounds
4018,Empty Monsters,Fantasy - Dark Fantasy,Cat Hellisen,$14.99,,406.0,Createspace Independent Publishing Platform,February 2018,,1983957747,9781983957741,9.02 x 5.98 x 0.83 inches,1.19 pounds
4019,Ruler of Worlds,Fantasy - Dark Fantasy,Steven Uecker,$13.95,,292.0,Createspace Independent Publishing Platform,February 2018,,1984949640,9781984949646,9 x 6 x 0.61 inches,0.87 pounds
4020,Grim's Awakening  :  The First Reaper Chronicle,Fantasy - Dark Fantasy,Z. Miracle and Jessi Polonis,$9.99,,232.0,Createspace Independent Publishing Platform,February 2018,,1985159449,9781985159440,9 x 6 x 0.49 inches,0.7 pounds
4021,Wish,Fantasy - Dark Fantasy,S. M. R. Cooper,$7.50,,166.0,Createspace Independent Publishing Platform,February 2018,,1986109356,9781986109352,7.99 x 5 x 0.35 inches,0.37 pounds
4022,A House of Strange Happenings  :  Ohio Ghost Stories,Fantasy - Dark Fantasy,Clarence Edward Wells,$8.00,,190.0,Createspace Independent Publishing Platform,February 2018,,1985628279,9781985628274,9.02 x 5.98 x 0.4 inches,0.58 pounds
4023,Steps Into Darkness Revised  :  A Modern Vampire Story,Fantasy - Dark Fantasy,Clarence Edward Wells,$7.00,,134.0,Createspace Independent Publishing Platform,February 2018,,198567081X,9781985670815,9.02 x 5.98 x 0.29 inches,0.42 pounds
4024,The Rise of Darkus  :  Awakening,Fantasy - Dark Fantasy,Josh R. Hamilton and Sarah Eileen Oberlin and Howard Wayne Hamilton,$15.85,,460.0,Createspace Independent Publishing Platform,February 2018,,1985766663,9781985766662,9.02 x 5.98 x 1.02 inches,1.48 pounds
4025,Personal Darkness,Fantasy - Dark Fantasy,Tanith Lee and Freda Warrington and John Kaiine,$16.99,,338.0,Immanion Press/Magalithica Books,February 2018,,1907737863,9781907737862,8.5 x 5.5 x 0.76 inches,0.95 pounds
4026,Pursuit of Darkness,Fantasy - Dark Fantasy,Nancy Chandler and Kasey Hill,$14.99,,298.0,Azoth Khem Publishing,February 2018,,194598743X,9781945987434,9.02 x 5.98 x 0.62 inches,0.88 pounds
4027,Spectral Evidence,Fantasy - Dark Fantasy,Gemma Files,$15.95,,212.0,Trepidatio Publishing,February 2018,,1947654187,9781947654181,9 x 6 x 0.48 inches,0.7 pounds
4028,13 Lives and a Heart,Fantasy - Dark Fantasy,Naveen Dagar,$11.99,,224.0,"""Notion Press, Inc.""",February 2018,,1948372738,9781948372732,8 x 5 x 0.51 inches,0.54 pounds
4029,Saint Sebastian the Rose  :  The Lonely Tower Series,Fantasy - Dark Fantasy,Michael W. Glover and Amalia Chitulescu and Menke Mary Ward,$12.99,,324.0,Ink Dreams Publishing,February 2018,,0998158801,9780998158808,9 x 6 x 0.73 inches,1.05 pounds
4030,Darkwalker 1  :  Hunting Grounds,Fantasy - Dark Fantasy,John Urbancik,$12.00,,288.0,Darkfluidity,February 2018,,0998388254,9780998388250,7.99 x 5 x 0.65 inches,0.69 pounds
4031,Necromancer  :  A Tale of the Last City,Fantasy - Dark Fantasy,Mr David Sarachman,$16.99,,352.0,David Sarachman,February 2018,,0994871228,9780994871220,8 x 5 x 0.79 inches,0.84 pounds
4032,Blood Bath  :  A Vampire Warriors Novel,Fantasy - Dark Fantasy,Allison R. Ihnken,$16.99,,196.0,Createspace Independent Publishing Platform,January 2018,,1983825182,9781983825187,9.21 x 6.14 x 0.42 inches,0.62 pounds
4033,Tales of Space and Time,Fantasy - Dark Fantasy,H. G. Wells,$11.99,,248.0,Createspace Independent Publishing Platform,January 2018,,1984027999,9781984027993,9 x 6 x 0.56 inches,0.81 pounds
4034,Chain of Lost Memories  :  A Chain of Memories Story,Fantasy - Dark Fantasy,Michael Freney,$20.00,,250.0,Createspace Independent Publishing Platform,January 2018,,198410148X,9781984101488,9 x 6 x 0.53 inches,0.75 pounds
4035,Morals of the Youth,Fantasy - Dark Fantasy,Jerome Brooke,$7.29,,84.0,Createspace Independent Publishing Platform,January 2018,,1984172980,9781984172983,9 x 6 x 0.17 inches,0.27 pounds
4036,Dark Hunt,Fantasy - Dark Fantasy,Nicole Zoltack,$9.99,,256.0,Createspace Independent Publishing Platform,January 2018,,1983411744,9781983411748,8.5 x 5.5 x 0.58 inches,0.72 pounds
4037,The Nightfall Queen,Fantasy - Dark Fantasy,Briar Grey,$12.93,,362.0,Createspace Independent Publishing Platform,January 2018,,1984254987,9781984254986,9.02 x 5.98 x 0.75 inches,1.07 pounds
4038,The Night Land  :  Large Print,Fantasy - Dark Fantasy,William Hope Hodgson,$16.99,,370.0,Createspace Independent Publishing Platform,January 2018,,1984355856,9781984355850,11 x 8.5 x 0.77 inches,1.89 pounds
4039,Queen of the Night Guild,Fantasy - Dark Fantasy,Andy Peloquin,$17.99,,416.0,Createspace Independent Publishing Platform,January 2018,,1984369547,9781984369543,9 x 6 x 0.85 inches,1.22 pounds
4040,As They Burn,Fantasy - Dark Fantasy,Dylan Doose,$14.99,,334.0,Dylan Doose,January 2018,,1775235009,9781775235002,9.02 x 5.98 x 0.7 inches,0.99 pounds
4041,Cries from the Static,Fantasy - Dark Fantasy,Darren Speegle,$15.95,,226.0,Raw Dog Screaming Press,January 2018,,1935738399,9781935738398,9 x 6 x 0.52 inches,0.74 pounds
4042,A Righteous Killer  :  Blood Murder Betrayal,Fantasy - Dark Fantasy,Ellace James,$18.67,,300.0,Authorhouse,January 2018,,154628673X,9781546286738,9 x 6 x 0.67 inches,0.97 pounds
4043,Gods of Fear,Fantasy - Dark Fantasy,Ian Totten,$15.94,,368.0,Createspace Independent Publishing Platform,January 2018,,1548364185,9781548364182,9 x 6 x 0.76 inches,1.08 pounds
4044,The Beasts of Electra Drive,Fantasy - Dark Fantasy,Rohan Quine,$16.00,,358.0,Ec1 Digital,January 2018,,0992754941,9780992754945,8.5 x 5.5 x 0.8 inches,1 pounds
4045,One Last Look,Fantasy - Dark Fantasy,Rebecca L. Smith,$17.95,,388.0,"""Wings Epress, Incorporated""",January 2018,,1613096763,9781613096765,8.5 x 5.51 x 0.8 inches,0.99 pounds
4046,Un Vampiro,Fantasy - Dark Fantasy,Luigi Capuana,$8.99,,42.0,Createspace Independent Publishing Platform,January 2018,,1979841616,9781979841610,9 x 6 x 0.09 inches,0.15 pounds
4047,Shadowfest,Fantasy - Dark Fantasy,D. J. Reid,$12.99,,348.0,Createspace Independent Publishing Platform,January 2018,,1979877890,9781979877893,7.99 x 5 x 0.78 inches,0.83 pounds
4048,War Against the Realm,Fantasy - Dark Fantasy,Sherri Beth Mitchell,$12.99,,354.0,Createspace Independent Publishing Platform,January 2018,,1981256415,9781981256419,9.02 x 5.98 x 0.74 inches,1.04 pounds
4049,Beyond the Chasm,Fantasy - Dark Fantasy,E. C. Stakenas and Kml Creatives,$14.99,,328.0,Createspace Independent Publishing Platform,January 2018,,1981512276,9781981512270,9 x 6 x 0.69 inches,0.97 pounds
4050,Beyond Innocence,Fantasy - Dark Fantasy,Kit Rocha,$15.99,,352.0,Createspace Independent Publishing Platform,January 2018,,1984313622,9781984313621,8.5 x 5.5 x 0.73 inches,0.9 pounds
4051,Beyond Ruin,Fantasy - Dark Fantasy,Kit Rocha,$15.99,,424.0,Createspace Independent Publishing Platform,January 2018,,1984345230,9781984345233,8.5 x 5.5 x 0.86 inches,1.08 pounds
4052,The Blood of Altlock  :  Book 1 of the Altlock Saga,Fantasy - Dark Fantasy,R. a. Miller,$9.99,,126.0,Createspace Independent Publishing Platform,January 2018,,198382383X,9781983823831,9 x 6 x 0.27 inches,0.39 pounds
4053,The Dragon's Tear,Fantasy - Dark Fantasy,Chris Weston,$17.99,,192.0,Createspace Independent Publishing Platform,January 2018,,1984088068,9781984088062,8 x 5 x 0.44 inches,0.47 pounds
4054,Anumal Empire  :  Reaper,Fantasy - Dark Fantasy,David Ayres and Darren Jacobs,$10.99,,284.0,Lazarball Ltd,January 2018,,1999962753,9781999962753,9 x 6 x 0.6 inches,0.84 pounds
4055,The Isles of Golgotha,Fantasy - Dark Fantasy,Shane War-Rose,$16.95,,200.0,"""Christian Faith Publishing, Inc.""",January 2018,,1641149779,9781641149778,9 x 6 x 0.46 inches,0.66 pounds
4056,Beyond Reason  :  A Collection of Short Stories,Fantasy - Dark Fantasy,James Griffith,$15.95,,196.0,"""Christian Faith Publishing, Inc.""",January 2018,,164140163X,9781641401630,7.99 x 5 x 0.45 inches,0.48 pounds
4057,Enemy of the World (Main Character Hides His Strength Book 1),Fantasy - Dark Fantasy,Road Warrior and Edward Ro and Minsoo Kang,$16.99,,482.0,"""Oppatranslations, LLC""",January 2018,,0999295713,9780999295717,9 x 6 x 1.07 inches,1.54 pounds
4058,Redemption Veil,Fantasy - Dark Fantasy,Travis Summerville and Terrie M. Scott and Chris Scalf,$9.95,,244.0,Travis Summerville,January 2018,,0999834703,9780999834701,9 x 6 x 0.51 inches,0.73 pounds
