ID,Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
6725,Tialoc  :  Book of Thunder,Fantasy - Dark Fantasy,S. G. Mulholland,$12.99,,224.0,Createspace Independent Publishing Platform,February 2015,,1508484503,9781508484509,9.02 x 5.98 x 0.51 inches,0.74 pounds
6726,Shadows,Fantasy - Dark Fantasy,Charles D. Romans,$8.99,,122.0,Createspace Independent Publishing Platform,February 2015,,1508607729,9781508607724,9.02 x 5.98 x 0.26 inches,0.38 pounds
6727,Escape from Hell,Fantasy - Dark Fantasy,John Senay,$9.99,,252.0,Createspace Independent Publishing Platform,February 2015,,1507725507,9781507725504,9.02 x 5.98 x 0.53 inches,0.75 pounds
6728,Heart of Man,Fantasy - Dark Fantasy,Ian Totten,$10.50,,278.0,Createspace Independent Publishing Platform,February 2015,,1505272165,9781505272161,9 x 6 x 0.58 inches,0.83 pounds
6729,Reap Not the Dragon,Fantasy - Dark Fantasy,Debra Kristi,$6.89,,140.0,Ghost Girl Publishing,February 2015,,1942191049,9781942191049,8.5 x 5.5 x 0.33 inches,0.41 pounds
6730,Songs of the Satyrs,Fantasy - Dark Fantasy,Aaron J. French,$17.95,,264.0,JournalStone,February 2015,,1942712243,9781942712244,9 x 6 x 0.6 inches,0.86 pounds
6731,The Tales of the Glass,Fantasy - Dark Fantasy,Chris Glover,$13.89,,218.0,Netherworld Books,February 2015,,191010535X,9781910105351,8 x 5 x 0.5 inches,0.53 pounds
6732,The Bloodshade Encounters & the Songspinner  :  Shadeborn 2,Fantasy - Dark Fantasy,K. C. Finn,$14.99,,354.0,K.C. Finn,February 2015,,0993191509,9780993191503,8.5 x 5.5 x 0.74 inches,0.9 pounds
6733,The Mercenaries of Havenshaw Crypt,Fantasy - Dark Fantasy,D. G. Sutter,$12.99,,140.0,Morbidbooks,February 2015,,0692360409,9780692360408,8 x 5.25 x 0.33 inches,0.37 pounds
6734,The Queen Maker,Fantasy - Dark Fantasy,Kristen Gupton,$12.99,,334.0,Createspace Independent Publishing Platform,January 2015,,1514246872,9781514246870,9.02 x 5.98 x 0.75 inches,1.08 pounds
6735,Blood (Drac Ula Book 1),Fantasy - Dark Fantasy,Kenneth Guthrie,$12.99,,184.0,Createspace Independent Publishing Platform,January 2015,,1506146694,9781506146690,7.99 x 5 x 0.39 inches,0.41 pounds
6736,Drac Ula  :  The Complete Series,Fantasy - Dark Fantasy,Kenneth Guthrie,$24.99,,574.0,Createspace Independent Publishing Platform,January 2015,,1507609000,9781507609002,8 x 5 x 1.16 inches,1.24 pounds
6737,The Wicked Ones,Fantasy - Dark Fantasy,Lorita McElroy,$6.50,,78.0,Createspace,January 2015,,1505892597,9781505892598,9 x 6 x 0.16 inches,0.26 pounds
6738,Shadow Out of the Sky,Fantasy - Dark Fantasy,Brick Marlin and Rodney Carlstrom and Enggar Adirasa,$15.95,,254.0,"""Seventh Star Press, LLC""",January 2015,,1941706207,9781941706206,9 x 6 x 0.58 inches,0.83 pounds
6739,The Yellow Wood,Fantasy - Dark Fantasy,Melanie Tem,$15.99,,225.0,Chizine Publications,January 2015,,1771483148,9781771483148,7.03 x 7.03 x 0.75 inches,0.48 pounds
6740,Probably Monsters,Fantasy - Dark Fantasy,Ray Cluley,$16.99,,290.0,Chizine Publications,January 2015,,1771483342,9781771483346,8.9 x 6 x 1.1 inches,0.8 pounds
6741,Follow the Ashes  :  Book 1 of the Executioner Trilogy,Fantasy - Dark Fantasy,Kindra Sowder and Loraine Van Tonder and Tracey Fitzgerald Poist,$9.99,,178.0,"""Burning Willow Press, LLC""",January 2015,,0692352945,9780692352946,9 x 6 x 0.38 inches,0.54 pounds
6742,What's Eating Keegan the Vegan,Fantasy - Dark Fantasy,Justin Hunter,$13.99,,198.0,Morbidbooks,January 2015,,0692356770,9780692356777,9 x 6 x 0.45 inches,0.65 pounds
6743,The Hub  :  The Robot Army Trilogy,Fantasy - Dark Fantasy,Beth Schluter,$17.99,,270.0,W & B Publishers Inc.,January 2015,,0692356975,9780692356975,9.02 x 5.98 x 0.57 inches,0.8 pounds
6744,Kiss of Death,Fantasy - Dark Fantasy,Miss Leslie Marie Mills,$10.00,,186.0,Createspace Independent Publishing Platform,January 2015,,1507661428,9781507661420,9.02 x 5.98 x 0.4 inches,0.56 pounds
6745,Bloodstar,Fantasy - Dark Fantasy,Kathi Huggins,$19.99,,278.0,Xlibris,January 2015,,150353247X,9781503532472,9 x 6 x 0.63 inches,0.91 pounds
6746,The Lost Level,Fantasy - Dark Fantasy,Brian Keene,$14.95,,186.0,Apex Publications,January 2015,,1937009106,9781937009106,8.5 x 5.5 x 0.43 inches,0.53 pounds
6747,The Prince and the Darkness  :  A Dark Fantasy Double Feature,Fantasy - Dark Fantasy,J. D. Brink,$7.99,,170.0,Fugitive Fiction,January 2015,,0988180979,9780988180970,8 x 5 x 0.36 inches,0.38 pounds
6748,Amaskan's Blood,Fantasy - Dark Fantasy,Raven Oak and Jamie Noble,$13.99,,440.0,Grey Sun Press,January 2015,,0990815706,9780990815709,8 x 5 x 0.98 inches,1.05 pounds
6749,Lost & Found,Fantasy - Dark Fantasy,Kathleen White,$14.95,,308.0,Darkflame Books,January 2015,,0692355561,9780692355565,9 x 6 x 0.69 inches,1 pounds
6750,Angels & Exiles,Fantasy - Dark Fantasy,Yves Meynard,$16.99,,280.0,Chizine Publications,January 2015,,1771483083,9781771483087,8.79 x 6.97 x 0.88 inches,0.76 pounds
6751,Just Angel,Fantasy - Dark Fantasy,Michael y. Katz,$12.99,,204.0,Createspace Independent Publishing Platform,January 2015,,1544098367,9781544098364,9 x 6 x 0.47 inches,0.67 pounds
6752,Empire of Magnus  :  Memoires of the Mongrel King,Fantasy - Dark Fantasy,Dwight Dugas,$15.08,,432.0,Createspace,January 2015,,1507626649,9781507626641,9 x 6 x 0.88 inches,1.27 pounds
6753,On the Verge,Fantasy - Dark Fantasy,R. J. Jojola and Rene Aigner and Cotey Cerasale,$13.99,,302.0,R. J. Jojola,January 2015,,0986127701,9780986127700,8 x 5 x 0.68 inches,0.73 pounds
6754,Radiant Darkness,Fantasy - Dark Fantasy,Seth Leon,$16.99,,372.0,Available Anywhere,January 2015,,0986448508,9780986448508,9 x 6 x 0.83 inches,1.2 pounds
6755,Red Nails,Fantasy - Dark Fantasy,Robert E. Howard,$12.95,,144.0,Createspace Independent Publishing Platform,January 2015,,1507698585,9781507698587,9 x 6 x 0.31 inches,0.44 pounds
6756,Angel of Vengeance,Fantasy - Dark Fantasy,G. P. Burdon,$13.99,,366.0,Createspace,January 2015,,1506002358,9781506002354,8 x 5 x 0.82 inches,0.87 pounds
6757,To Dream No More.  :  The Time Has Come for the Dreamer...,Fantasy - Dark Fantasy,MR Homer C. Stone and Mrs Maria Stone,$16.10,,466.0,Createspace,January 2015,,1500821268,9781500821265,7.99 x 5.24 x 0.94 inches,1.06 pounds
6758,Vreeland,Fantasy - Dark Fantasy,Gabriel Strump and Natalia Starikova,$19.99,,240.0,FriesenPress,January 2015,,1460246799,9781460246795,9 x 6 x 0.55 inches,0.79 pounds
6759,The Mussorgsky Riddle,Fantasy - Dark Fantasy,Darin Kennedy,$17.99,,318.0,Curiosity Quills Press,January 2015,,1620078074,9781620078075,9 x 6 x 0.71 inches,1.03 pounds
6760,Melkorka,Fantasy - Dark Fantasy,Joshua Robertson and Winter Bayne,$13.99,,314.0,Crimson Edge Press,January 2015,,1945397942,9781945397943,8 x 5 x 0.66 inches,0.69 pounds
6761,Hunt for the Fallen,Fantasy - Dark Fantasy,Peter Welmerink and Rodney Carlstrom and Tim Holtrop,$14.95,,182.0,"""Seventh Star Press, LLC""",January 2015,,1941706193,9781941706190,9 x 6 x 0.42 inches,0.6 pounds
6762,The Maelstrom Ascendant,Fantasy - Dark Fantasy,Duncan Robert Smith and Catharine Heath,$15.99,,476.0,Alfadex,January 2015,,0987222821,9780987222824,8.27 x 5.83 x 1.06 inches,1.36 pounds
6763,The Dead Hamlets  :  Book Two of the Book of Cross,Fantasy - Dark Fantasy,Peter Roman,$16.99,,260.0,Chizine Publications,January 2015,,1771483164,9781771483162,8.79 x 7.09 x 0.55 inches,0.53 pounds
6764,The Black Directive  :  An Outer Rims Novel,Fantasy - Dark Fantasy,N. D. Mellen,$31.95,,642.0,iUniverse,January 2015,,149174913X,9781491749135,9 x 6 x 1.29 inches,1.86 pounds
6765,"""The Dreams of Demons  :  Who Is the Dreamer and Who Is the Dream, Within the Dreams of Demons""",Fantasy - Dark Fantasy,Homer Stone and Lorna Hadley Mrs,$15.00,,388.0,Createspace,January 2015,,1506195245,9781506195247,8 x 5.25 x 0.8 inches,0.89 pounds
6766,Vineyard  :  Chapter One of the Thirteen Knights of Death,Fantasy - Dark Fantasy,M. R. Stover,$6.00,,40.0,Createspace Independent Publishing Platform,January 2015,,1507574843,9781507574843,9.02 x 5.98 x 0.08 inches,0.15 pounds
6767,The Mad Song  :  And Other Tales of Sword & Sorcery,Fantasy - Dark Fantasy,David J. West,$15.99,,272.0,Createspace Independent Publishing Platform,January 2015,,1507593171,9781507593172,9 x 6 x 0.61 inches,0.89 pounds
6768,Children of Nod,Fantasy - Dark Fantasy,James K. Pratt,$7.99,,170.0,Createspace Independent Publishing Platform,January 2015,,1507603851,9781507603857,8 x 5 x 0.36 inches,0.38 pounds
6769,Deprimencia,Fantasy - Dark Fantasy,Elmer Ruddenskjrik and Sadako Nightmare,$7.00,,46.0,Createspace Independent Publishing Platform,January 2015,,1507725353,9781507725351,9 x 6 x 0.1 inches,0.17 pounds
6770,Dark Magic  :  Book One: The Fate of the Kennedys,Fantasy - Dark Fantasy,J. a. Black,$9.99,,102.0,Createspace Independent Publishing Platform,January 2015,,1511820861,9781511820868,9.02 x 5.98 x 0.21 inches,0.32 pounds
6771,Heart of a Lion,Fantasy - Dark Fantasy,Stephen Zimmer and Bonnie Wasson and Scott M. Sandridge,$16.95,,274.0,"""Seventh Star Press, LLC""",January 2015,,1941706215,9781941706213,9 x 6 x 0.62 inches,0.89 pounds
6772,The Haunting Lessons  :  How to Survive & Thrive When Armageddon Strikes,Fantasy - Dark Fantasy,Robert Chazz Chute,$14.99,,256.0,Ex Parte Press,January 2015,,1927607329,9781927607329,9.02 x 5.98 x 0.58 inches,0.84 pounds
6773,El Bosque Sin Luz I  :  Oscuridad,Fantasy - Dark Fantasy,Kristina Rybosova and Iuri Lioi,$15.00,,394.0,Not Avail,January 2015,,8461677005,9788461677009,9.02 x 5.98 x 0.81 inches,1.16 pounds
6774,A Gathering of Doorways,Fantasy - Dark Fantasy,Michael Jasper,$16.99,,270.0,Unwrecked Press,January 2015,,0692627979,9780692627976,9 x 6 x 0.61 inches,0.88 pounds
6775,Moonrise Falling,Fantasy - Dark Fantasy,Adrian L. Jawort,$15.95,,282.0,Off the Pass Press LLC,January 2015,,0986381012,9780986381010,9.02 x 5.98 x 0.64 inches,0.92 pounds
6776,The Story of 10 Young High Priestesses,Fantasy - Dark Fantasy,Kristy Blackfeathers,$11.00,,96.0,Rosedog Books,January 2015,,1480916749,9781480916746,9 x 6 x 0.2 inches,0.31 pounds
6777,When the Gods Play,Fantasy - Dark Fantasy,Anna Bulatova,$8.99,,226.0,Createspace,January 2015,,1506080405,9781506080406,8.5 x 5.5 x 0.48 inches,0.59 pounds
6778,Warrior (Drac Ula Book 2),Fantasy - Dark Fantasy,Kenneth Guthrie,$12.99,,168.0,Createspace Independent Publishing Platform,January 2015,,1506146759,9781506146751,7.99 x 5 x 0.36 inches,0.38 pounds
6779,Otto Black,Fantasy - Dark Fantasy,Alexandru Parvu and Sorin Ilie and Sorin Ilie,$16.00,,446.0,Createspace,January 2015,,1507551029,9781507551028,9 x 6 x 0.99 inches,1.43 pounds
6780,The Doom of Eldrid Cole  :  An Elmoryn Story,Fantasy - Dark Fantasy,Alan Macraffen,$8.95,,104.0,Createspace Independent Publishing Platform,January 2015,,1507573928,9781507573921,9.02 x 5.98 x 0.25 inches,0.36 pounds
6781,Master (Drac Ula Book 3),Fantasy - Dark Fantasy,Kenneth Guthrie,$14.99,,234.0,Createspace Independent Publishing Platform,January 2015,,1507608756,9781507608753,7.99 x 5 x 0.49 inches,0.52 pounds
6782,Colours,Fantasy - Dark Fantasy,V. K. Levigne,$15.00,,300.0,Createspace Independent Publishing Platform,January 2015,,1507733038,9781507733035,9 x 6 x 0.67 inches,0.97 pounds
6783,The Forging of Souls Duology  :  A Marked Man,Fantasy - Dark Fantasy,Lynn Townsend,$14.99,,392.0,Createspace,January 2015,,1507747926,9781507747926,8 x 5.25 x 0.81 inches,0.89 pounds
6784,The Rising  :  The Legion Series Book 3,Fantasy - Dark Fantasy,I. R. Harris and Clint Hardin,$23.95,,728.0,Createspace,January 2015,,1505262534,9781505262537,8.5 x 5.5 x 1.45 inches,1.83 pounds
6785,Tiger House  :  The First Chronicle of Jairus Tanner,Fantasy - Dark Fantasy,Wendy Scott,$12.99,,194.0,Createspace Independent Publishing Platform,January 2015,,1505867304,9781505867305,9.02 x 5.98 x 0.45 inches,0.64 pounds
6786,As She Stabbed Me Gently in the Face,Fantasy - Dark Fantasy,Carlton Mellick III,$10.95,,136.0,Eraserhead Press,January 2015,,1621051749,9781621051749,8.5 x 5.5 x 0.32 inches,0.4 pounds
6787,"""This Plague of Days, Omnibus Edition  :  The Complete Series""",Fantasy - Dark Fantasy,Robert Chazz Chute,$24.99,,752.0,Ex Parte Press,January 2015,,1927607256,9781927607251,9 x 6 x 1.5 inches,2.18 pounds
6788,Jewels of Gwahlur,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,80.0,White Press,December 2014,,1473322820,9781473322820,8.5 x 5.5 x 0.19 inches,0.25 pounds
6789,Rogues in the House,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,48.0,White Press,December 2014,,1473322960,9781473322967,8.5 x 5.5 x 0.12 inches,0.16 pounds
6790,Shadows in Zamboula,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,60.0,White Press,December 2014,,1473322995,9781473322998,8.5 x 5.5 x 0.14 inches,0.19 pounds
6791,The Horror from the Mound,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,34.0,White Press,December 2014,,1473323223,9781473323223,8.5 x 5.5 x 0.08 inches,0.12 pounds
6792,Wolfshead,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,42.0,White Press,December 2014,,1473323606,9781473323605,8.5 x 5.5 x 0.1 inches,0.14 pounds
6793,Snow Roses,Fantasy - Dark Fantasy,Taryn Tyler,$14.00,,302.0,Createspace Independent Publishing Platform,December 2014,,1505371104,9781505371109,9 x 6 x 0.68 inches,0.98 pounds
6794,Reborn in Shadow,Fantasy - Dark Fantasy,Rane McDonough,$12.00,,268.0,Createspace,December 2014,,1505567998,9781505567991,9 x 6 x 0.56 inches,0.8 pounds
6795,Les 12 Filles de Lilith  :  Jean Calmet Detective de L'Etrange,Fantasy - Dark Fantasy,Pierre Dagon and Alain Pelosato,$5.38,,44.0,Createspace Independent Publishing Platform,December 2014,,1505645573,9781505645576,9 x 6 x 0.09 inches,0.16 pounds
6796,L'Alchimiste,Fantasy - Dark Fantasy,Pierre Dagon and Alain Pelosato,$5.38,,26.0,Createspace Independent Publishing Platform,December 2014,,1505661684,9781505661682,9.02 x 5.98 x 0.05 inches,0.11 pounds
6797,Fate's Test - The City's Blade Book 2,Fantasy - Dark Fantasy,T. J. Dipple,$13.89,,288.0,Netherworld Books,December 2014,,1910105317,9781910105313,8 x 5 x 0.65 inches,0.69 pounds
6798,Black Talons (Talons in the Dark),Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,32.0,White Press,December 2014,,1473322626,9781473322622,8.5 x 5.5 x 0.08 inches,0.12 pounds
6799,People of the Dark,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,36.0,White Press,December 2014,,1473322898,9781473322899,8.5 x 5.5 x 0.09 inches,0.13 pounds
6800,Red Nails,Fantasy - Dark Fantasy,Robert E. Howard,$14.99,,142.0,White Press,December 2014,,1473322944,9781473322943,8.5 x 5.5 x 0.33 inches,0.41 pounds
6801,The Haunter of the Ring,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,32.0,White Press,December 2014,,1473323215,9781473323216,8.5 x 5.5 x 0.08 inches,0.12 pounds
6802,The Hour of the Dragon,Fantasy - Dark Fantasy,Robert E. Howard,$25.99,,322.0,White Press,December 2014,,1473323231,9781473323230,8.5 x 5.5 x 0.72 inches,0.9 pounds
6803,The Scarlet Citadel,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,72.0,White Press,December 2014,,1473323401,9781473323407,8.5 x 5.5 x 0.17 inches,0.22 pounds
6804,"""Hopebreaker (the Great Iron War, Book 1)""",Fantasy - Dark Fantasy,Dean F. Wilson,$12.99,,222.0,Dioscuri Press,December 2014,,1909356166,9781909356160,8 x 5 x 0.51 inches,0.54 pounds
6805,Ghosteria 2  :  The Novel: Zircons May Be Mistaken,Fantasy - Dark Fantasy,Tanith Lee,$18.99,,152.0,Immanion Press/Magalithica Books,December 2014,,1907737634,9781907737633,8.5 x 5.5 x 0.36 inches,0.45 pounds
6806,At the Mountains of Madness,Fantasy - Dark Fantasy,H. P. Lovecraft,$8.85,,132.0,Hythloday Press,December 2014,,0692356290,9780692356296,7.81 x 5.06 x 0.28 inches,0.3 pounds
6807,The Crusade Against Darkness,Fantasy - Dark Fantasy,John Defilippis,$19.99,,318.0,Crossroad Press,December 2014,,1941408117,9781941408117,9.21 x 6.14 x 0.67 inches,0.98 pounds
6808,Crimson Shadows,Fantasy - Dark Fantasy,Trisha Baker,$14.95,,352.0,Dark Oak Press,December 2014,,1941754309,9781941754306,9 x 6 x 0.79 inches,1.14 pounds
6809,Queen of the Black Coast,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,58.0,White Press,December 2014,,1473322928,9781473322929,8.5 x 5.5 x 0.14 inches,0.19 pounds
6810,Red Shadows,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,56.0,White Press,December 2014,,1473322952,9781473322950,8.5 x 5.5 x 0.13 inches,0.18 pounds
6811,Skull-Face,Fantasy - Dark Fantasy,Robert E. Howard,$14.99,,158.0,White Press,December 2014,,1473323029,9781473323025,8.5 x 5.5 x 0.37 inches,0.46 pounds
6812,The Phoenix on the Sword,Fantasy - Dark Fantasy,Robert E. Howard,$15.99,,48.0,White Press,December 2014,,1473323339,9781473323339,8.5 x 5.5 x 0.12 inches,0.16 pounds
6813,Wolfe,Fantasy - Dark Fantasy,H. D. March,$16.99,,340.0,Passion in Print Press,December 2014,,1608209733,9781608209736,8 x 5 x 0.76 inches,0.81 pounds
6814,The Witching ELM,Fantasy - Dark Fantasy,C. N. Crawford and John Hart and Pratheesh Nanminda,$12.99,,332.0,Createspace Independent Publishing Platform,December 2014,,1505669286,9781505669282,8 x 5 x 0.74 inches,0.8 pounds
6815,The Red of Dawn,Fantasy - Dark Fantasy,Olivia a. Foust,$8.00,,56.0,Createspace Independent Publishing Platform,December 2014,,1505749921,9781505749922,7.99 x 5 x 0.13 inches,0.15 pounds
6816,Killing Darkness,Fantasy - Dark Fantasy,Kat Daemon,$14.99,,416.0,Createspace,December 2014,,1503368130,9781503368132,9 x 6 x 0.93 inches,1.34 pounds
6817,The Drayton Diaries,Fantasy - Dark Fantasy,Robert W. Stephens,$9.99,,200.0,Createspace Independent Publishing Platform,December 2014,,1502893320,9781502893321,9.02 x 5.98 x 0.42 inches,0.6 pounds
6818,The British Lioness and the American Phoenix  :  The Knights of Callistor Book 3,Fantasy - Dark Fantasy,MR Franklin Newman,$24.00,,692.0,Createspace Independent Publishing Platform,December 2014,,1505522692,9781505522693,10 x 7 x 1.39 inches,2.6 pounds
6819,Escaping Hell's Fire,Fantasy - Dark Fantasy,Sarahlouise Clark,$6.93,,162.0,Createspace Independent Publishing Platform,December 2014,,1505527252,9781505527254,9 x 6 x 0.35 inches,0.5 pounds
6820,The Rats in the Walls,Fantasy - Dark Fantasy,H. P. Lovecraft,$9.99,,44.0,Createspace,December 2014,,1505534909,9781505534900,7.81 x 5.06 x 0.09 inches,0.12 pounds
6821,Dark Genesis,Fantasy - Dark Fantasy,A. R. Hallam,$5.77,,36.0,Createspace Independent Publishing Platform,December 2014,,1505585244,9781505585247,8.5 x 5.51 x 0.07 inches,0.12 pounds
6822,Brian the Maker,Fantasy - Dark Fantasy,Gregor Cole,$12.99,,142.0,Morbidbooks,December 2014,,0692347526,9780692347522,9 x 6 x 0.33 inches,0.48 pounds
6823,Hall of Immortals,Fantasy - Dark Fantasy,D. Manuel Mendonca,$15.00,,360.0,Createspace,December 2014,,1494868121,9781494868123,9 x 6 x 0.75 inches,1.06 pounds
6824,Inkarnation,Fantasy - Dark Fantasy,Michael Stauner,$10.99,,254.0,Createspace,December 2014,,1505297591,9781505297591,9 x 6 x 0.58 inches,0.83 pounds
6825,Insatiable,Fantasy - Dark Fantasy,Sumiko Saulson,$14.99,,272.0,Createspace Independent Publishing Platform,December 2014,,1505340357,9781505340358,9.02 x 5.98 x 0.57 inches,0.81 pounds
6826,Archangel  :  Eyes Are Watching,Fantasy - Dark Fantasy,Michael Jay Roberts,$6.50,,148.0,Createspace Independent Publishing Platform,December 2014,,1505352630,9781505352634,9.02 x 5.98 x 0.32 inches,0.46 pounds
6827,Emira the Shadow,Fantasy - Dark Fantasy,Olivia a. Foust,$8.00,,48.0,Createspace Independent Publishing Platform,December 2014,,1505414520,9781505414523,7.99 x 5 x 0.11 inches,0.14 pounds
6828,The Sycamore Road,Fantasy - Dark Fantasy,Todd Shryock,$11.35,,310.0,Createspace,December 2014,,150544358X,9781505443585,8 x 5 x 0.65 inches,0.68 pounds
6829,At Sixes and Sevens,Fantasy - Dark Fantasy,Todd Shryock,$12.85,,360.0,Createspace,December 2014,,1503397270,9781503397279,8 x 5 x 0.75 inches,0.78 pounds
6830,Shakara - An Unusual Camping Trip,Fantasy - Dark Fantasy,Karla Potter,$18.00,,398.0,Createspace Independent Publishing Platform,December 2014,,1505657822,9781505657821,9.02 x 5.98 x 0.82 inches,1.17 pounds
6831,Dark Waters,Fantasy - Dark Fantasy,Gayle Miller and Dayna Pearce,$15.99,,310.0,Createspace Independent Publishing Platform,December 2014,,1505703611,9781505703610,8 x 5 x 0.65 inches,0.68 pounds
6832,Eye of Darkness,Fantasy - Dark Fantasy,Michael J. Scott,$17.99,,448.0,Createspace,December 2014,,1505836247,9781505836240,9 x 6 x 1 inches,1.44 pounds
6833,Dracula  :  Revised Edition of Original Version,Fantasy - Dark Fantasy,Bram Stoker,$10.25,,240.0,Createspace Independent Publishing Platform,December 2014,,1502487357,9781502487353,9 x 6 x 0.51 inches,0.72 pounds
6834,The Turquoise Tower,Fantasy - Dark Fantasy,Travis Simmons,$12.80,,358.0,Createspace,December 2014,,1500731447,9781500731441,9.02 x 5.98 x 0.8 inches,1.16 pounds
6835,Romeo Spikes,Fantasy - Dark Fantasy,Joanne Reay,$24.99,,416.0,Gallery Books,December 2014,,1501109146,9781501109140,8.8 x 5.9 x 1.3 inches,0.95 pounds
6836,A Witch Shall Be Born,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,78.0,White Press,December 2014,,1473322588,9781473322585,8.5 x 5.5 x 0.19 inches,0.24 pounds
6837,Black Colossus,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,70.0,White Press,December 2014,,1473322618,9781473322615,8.5 x 5.5 x 0.17 inches,0.22 pounds
6838,Moon of Zambebwei,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,58.0,White Press,December 2014,,1473322847,9781473322844,8.5 x 5.5 x 0.14 inches,0.19 pounds
6839,Shadows in the Moonlight (Iron Shadows in the Moon),Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,62.0,White Press,December 2014,,1473322987,9781473322981,8.5 x 5.5 x 0.15 inches,0.2 pounds
6840,The Gathering,Fantasy - Dark Fantasy,Carl Read,$24.99,,466.0,Jojo Publishing,December 2014,,0987607758,9780987607751,7.81 x 5.06 x 0.94 inches,1 pounds
6841,Tome of Lore  :  Sacrifice,Fantasy - Dark Fantasy,Daniel M. Melchior,$15.99,,458.0,Driftwood Publishing,December 2014,,099193430X,9780991934300,9 x 6 x 0.93 inches,1.34 pounds
6842,Beyond the Black River,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,102.0,White Press,December 2014,,1473322596,9781473322592,8.5 x 5.5 x 0.24 inches,0.31 pounds
6843,The Devil in Iron,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,60.0,White Press,December 2014,,1473323169,9781473323162,8.5 x 5.5 x 0.14 inches,0.19 pounds
6844,The People of the Black Circle,Fantasy - Dark Fantasy,Robert E. Howard,$20.99,,140.0,White Press,December 2014,,1473323320,9781473323322,8.5 x 5.5 x 0.33 inches,0.41 pounds
6845,The Pool of the Black One,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,56.0,White Press,December 2014,,1473323355,9781473323353,8.5 x 5.5 x 0.13 inches,0.18 pounds
6846,The Slithering Shadow (Xuthal of the Dusk),Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,64.0,White Press,December 2014,,1473323444,9781473323445,8.5 x 5.5 x 0.15 inches,0.2 pounds
6847,The Tower of the Elephant,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,48.0,White Press,December 2014,,1473323495,9781473323490,8.5 x 5.5 x 0.12 inches,0.16 pounds
6848,Witch from Hell's Kitchen,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,42.0,White Press,December 2014,,1473323592,9781473323599,8.5 x 5.5 x 0.1 inches,0.14 pounds
6849,Rise of the Ornia,Fantasy - Dark Fantasy,Gayle Miller,$15.99,,250.0,Createspace Independent Publishing Platform,December 2014,,1505644690,9781505644692,8 x 5 x 0.53 inches,0.55 pounds
6850,Les Ages Sombres,Fantasy - Dark Fantasy,Pierre Dagon and Alain Pelosato,$5.38,,30.0,Createspace Independent Publishing Platform,December 2014,,1505661587,9781505661583,9.02 x 5.98 x 0.06 inches,0.12 pounds
6851,The Moonshawl  :  A Wraeththu Mythos Novel,Fantasy - Dark Fantasy,Storm Constantine,$21.99,,452.0,Immanion Press/Magalithica Books,December 2014,,1907737626,9781907737626,8.5 x 5.51 x 1.02 inches,1.26 pounds
6852,Tell No Lies,Fantasy - Dark Fantasy,John Grant,$19.00,,346.0,Alchemy Press,December 2014,,0992980933,9780992980931,8 x 5.25 x 0.77 inches,0.87 pounds
6853,Black Canaan,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,62.0,White Press,December 2014,,147332260X,9781473322608,8.5 x 5.5 x 0.15 inches,0.2 pounds
6854,Skulls in the Stars,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,22.0,White Press,December 2014,,1473323037,9781473323032,8.5 x 5.5 x 0.05 inches,0.09 pounds
6855,The Challenge from Beyond,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,34.0,White Press,December 2014,,1473323126,9781473323124,8.5 x 5.5 x 0.08 inches,0.12 pounds
6856,The Voice of El-Lil,Fantasy - Dark Fantasy,Robert E. Howard,$8.99,,44.0,White Press,December 2014,,1473323525,9781473323520,8.5 x 5.5 x 0.11 inches,0.15 pounds
6857,The Savage Dream,Fantasy - Dark Fantasy,Tamara Rose Blodgett,$12.99,,344.0,Createspace Independent Publishing Platform,December 2014,,1496053656,9781496053657,8 x 5 x 0.77 inches,0.82 pounds
6858,Lost in Dream,Fantasy - Dark Fantasy,Matt Banach,$14.99,,272.0,Createspace,December 2014,,1500613150,9781500613150,7.81 x 5.06 x 0.57 inches,0.59 pounds
